Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Settlement_Date_missing,FNOL_Month_Num,FNOL_DayOfWeek,FNOL_IsWeekend,Ultimate_Claim_Amount_Capped,is_extreme_claim,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band,num_third_parties,max_injury_severity,has_minor,has_serious,has_fatality,has_pedestrian,has_passenger,has_driver
CLM36110,POL13479,2025-07-31,2025-08-03,Collision,Medium,True,False,4959,7347.0,Moderate,2026-01-20,settled,0,8,6,True,7347.0,False,CUST23479,35,Male,Self-Employed,London,10345,17,Van,11,Good,,,,,,,,
CLM36111,POL14375,2020-07-04,2020-07-11,Collision,Medium,False,False,6876,4303.0,Moderate,2021-01-10,settled,0,7,5,True,4303.0,False,CUST24375,35,Female,Employed,Manchester,9037,17,Sedan,10,Excellent,,,,,,,,
CLM36112,POL11496,2022-12-18,2022-12-19,Theft,Low,False,False,6476,6836.5,Minor,,open,1,12,0,False,6836.5,False,CUST21496,33,Female,Unemployed,Edinburgh,10767,15,Hatchback,12,Excellent,,,,,,,,
CLM36113,POL11801,2024-11-20,2024-11-20,Collision,Medium,False,False,12942,10060.0,Major,2025-02-25,settled,0,11,2,False,10060.0,False,CUST21801,52,Male,Employed,Leeds,12425,32,SUV,4,Good,,,,,,,,
CLM36114,POL12043,2022-12-25,2022-12-25,Collision,Low,False,False,5476,4265.0,Moderate,2023-01-30,settled,0,12,6,True,4265.0,False,CUST22043,55,Male,Unemployed,Manchester,13239,34,SUV,9,Excellent,,,,,,,,
CLM36115,POL10970,2019-03-17,2019-03-17,Weather,Low,False,False,9302,8569.0,Moderate,2019-04-28,settled,0,3,6,True,8569.0,False,CUST20970,67,Male,Unemployed,Birmingham,13877,46,SUV,10,Excellent,,,,,,,,
CLM36116,POL14793,2020-08-18,2020-08-21,Collision,Low,False,False,2320,2054.0,Minor,2020-10-28,settled,0,8,4,False,2054.0,False,CUST24793,75,Female,Retired,Cardiff,13937,57,Sedan,19,Good,,,,,,,,
CLM36117,POL10612,2022-06-22,2022-06-22,Theft,Medium,False,True,76114,85060.0,Severe,2022-11-06,settled,0,6,2,False,85060.0,False,CUST20612,48,Female,Employed,Bristol,11395,29,Sedan,13,Fair,,,,,,,,
CLM36118,POL11135,2025-01-21,2025-01-24,Collision,Low,False,False,1472,1268.0,Minor,2025-03-02,settled,0,1,4,False,1268.0,False,CUST21135,44,Female,Employed,Newcastle,15811,22,Coupe,1,Good,,,,,,,,
CLM36119,POL13501,2020-05-25,2020-05-26,Collision,Low,False,False,2470,1522.0,Minor,2020-08-02,settled,0,5,1,False,1522.0,False,CUST23501,41,Male,Self-Employed,Bristol,9478,22,SUV,10,Fair,,,,,,,,
CLM36120,POL14115,2020-07-14,2020-07-14,Weather,Medium,False,False,52345,44632.0,Severe,2020-12-28,settled,0,7,1,False,44632.0,False,CUST24115,63,Male,Employed,Newcastle,18295,41,SUV,13,Fair,,,,,,,,
CLM36121,POL13598,2020-05-03,2020-05-04,Other,Low,False,False,7468,4870.0,Moderate,2020-08-04,settled,0,5,0,False,4870.0,False,CUST23598,51,Male,Self-Employed,London,9026,30,Sedan,12,Good,,,,,,,,
CLM36122,POL12776,2020-09-20,2020-09-21,Fire,Low,False,True,13984,9147.0,Minor,2020-11-20,settled,0,9,0,False,9147.0,False,CUST22776,46,Male,Unemployed,Edinburgh,9530,27,Sedan,4,Good,,,,,,,,
CLM36123,POL12195,2019-04-17,2019-04-17,Fire,Low,False,False,18331,11035.0,Minor,2019-07-15,settled,0,4,2,False,11035.0,False,CUST22195,29,Male,Self-Employed,Birmingham,6907,11,Hatchback,11,Good,,,,,,,,
CLM36124,POL10784,2023-06-03,2023-06-06,Theft,Low,False,False,53188,47272.0,Major,2023-08-01,settled,0,6,1,False,47272.0,False,CUST20784,22,Male,Student,Cardiff,12928,0,SUV,6,Excellent,,,,,,,,
CLM36125,POL11570,2022-03-03,2022-03-03,Collision,Medium,False,False,2172,3164.0,Minor,2022-07-24,settled,0,3,3,False,3164.0,False,CUST21570,40,Female,Employed,Liverpool,17747,20,SUV,10,Good,,,,,,,,
CLM36126,POL13088,2022-03-09,2022-04-08,Collision,Low,False,False,2311,1202.0,Minor,2022-05-08,settled,0,4,4,False,1202.0,False,CUST23088,43,Male,Employed,Leeds,7134,23,SUV,1,Good,,,,,,,,
CLM36127,POL11349,2023-09-20,2023-09-20,Theft,Medium,False,False,12367,9672.0,Moderate,2023-12-15,settled,0,9,2,False,9672.0,False,CUST21349,31,Male,Employed,Glasgow,8952,13,SUV,13,Fair,1.0,2.0,False,True,False,False,True,False
CLM36128,POL13525,2021-12-14,2021-12-18,Collision,Medium,False,False,13544,13026.0,Major,2022-05-02,settled,0,12,5,True,13026.0,False,CUST23525,22,Male,Student,Leeds,6643,2,Hatchback,8,Excellent,,,,,,,,
CLM36129,POL12036,2020-09-28,2020-09-28,Collision,Low,False,False,2282,1291.0,Minor,2020-12-26,settled,0,9,0,False,1291.0,False,CUST22036,70,Female,Self-Employed,Glasgow,7742,52,Coupe,15,Good,,,,,,,,
CLM36130,POL11675,2020-01-13,2020-01-19,Collision,Low,False,False,8737,8677.0,Major,2020-04-06,settled,0,1,6,True,8677.0,False,CUST21675,47,Male,Self-Employed,Leeds,10427,26,Sedan,10,Good,1.0,1.0,True,False,False,False,False,True
CLM36131,POL14171,2020-03-10,2020-03-11,Collision,Low,False,False,1730,1307.0,Minor,2020-06-04,settled,0,3,2,False,1307.0,False,CUST24171,37,Female,Employed,Birmingham,13009,18,Sedan,1,Good,,,,,,,,
CLM36132,POL13776,2020-12-27,2021-01-01,Collision,Low,True,False,1569,1680.0,Minor,2021-02-03,settled,0,1,4,False,1680.0,False,CUST23776,69,Female,Retired,Liverpool,3178,51,Van,16,Excellent,,,,,,,,
CLM36133,POL14878,2018-10-03,2018-10-07,Weather,Low,False,False,4375,3207.0,Minor,2018-11-28,settled,0,10,6,True,3207.0,False,CUST24878,22,Female,Student,Liverpool,17582,1,Sedan,18,Good,,,,,,,,
CLM36134,POL12241,2025-09-12,2025-09-14,Vandalism,Low,False,False,1531,1118.0,Minor,2025-10-22,settled,0,9,6,True,1118.0,False,CUST22241,35,Female,Self-Employed,Newcastle,9978,16,Sedan,5,Poor,,,,,,,,
CLM36135,POL10240,2021-07-21,2021-07-22,Collision,Low,False,False,2110,1810.0,Minor,2021-10-07,settled,0,7,3,False,1810.0,False,CUST20240,58,Male,Employed,Liverpool,6825,38,Hatchback,10,Excellent,,,,,,,,
CLM36136,POL14447,2018-11-08,2018-11-08,Other,Low,False,False,2941,2082.0,Minor,2019-01-24,settled,0,11,3,False,2082.0,False,CUST24447,73,Female,Retired,Cardiff,14371,53,Van,6,Fair,,,,,,,,
CLM36137,POL10177,2023-11-10,2023-11-10,Collision,Low,False,False,2928,1992.0,Minor,2024-01-11,settled,0,11,4,False,1992.0,False,CUST20177,22,Male,Student,Newcastle,15538,1,Motorcycle,14,Excellent,,,,,,,,
CLM36138,POL14634,2024-04-18,2024-04-19,Collision,Low,False,False,17614,16234.0,Major,2024-05-24,settled,0,4,4,False,16234.0,False,CUST24634,61,Female,Employed,Glasgow,13829,42,Hatchback,2,Good,,,,,,,,
CLM36139,POL12867,2024-04-22,2024-04-22,Other,Low,False,False,2134,1708.0,Minor,2024-05-27,settled,0,4,0,False,1708.0,False,CUST22867,66,Female,Retired,Glasgow,16134,45,Sedan,6,Fair,1.0,1.0,True,False,False,True,False,False
CLM36140,POL10951,2024-10-23,2024-10-25,Other,Low,False,False,4234,3406.0,Minor,2025-01-12,settled,0,10,4,False,3406.0,False,CUST20951,66,Male,Retired,Manchester,14166,47,Coupe,16,Good,,,,,,,,
CLM36141,POL13049,2018-10-12,2018-10-12,Collision,Medium,False,False,5419,4703.0,Moderate,2018-12-31,settled,0,10,4,False,4703.0,False,CUST23049,56,Female,Employed,Liverpool,17222,35,Sedan,2,Fair,,,,,,,,
CLM36142,POL11129,2025-07-14,2025-07-16,Fire,Low,False,False,9231,5125.0,Minor,2025-10-11,settled,0,7,2,False,5125.0,False,CUST21129,36,Male,Unemployed,Birmingham,12714,17,Sedan,14,Good,1.0,1.0,True,False,False,False,True,False
CLM36143,POL13906,2024-04-01,2024-04-03,Theft,Low,False,True,12816,9597.0,Moderate,2024-05-19,settled,0,4,2,False,9597.0,False,CUST23906,53,Female,Employed,Liverpool,7250,35,Coupe,7,Excellent,,,,,,,,
CLM36144,POL13787,2021-05-20,2021-05-25,Collision,Low,False,False,1854,1606.0,Minor,2021-07-02,settled,0,5,1,False,1606.0,False,CUST23787,60,Female,Employed,Edinburgh,15182,40,Hatchback,20,Poor,,,,,,,,
CLM36145,POL14381,2021-02-23,2021-02-24,Collision,Low,False,False,2688,1934.0,Minor,2021-05-15,settled,0,2,2,False,1934.0,False,CUST24381,66,Female,Retired,Cardiff,24771,48,Sedan,12,Fair,2.0,1.0,True,False,False,False,True,True
CLM36146,POL12179,2025-04-26,2025-04-27,Theft,Low,False,False,4149,2342.0,Minor,2025-06-01,settled,0,4,6,True,2342.0,False,CUST22179,39,Female,Self-Employed,Manchester,16591,21,Sedan,3,Good,,,,,,,,
CLM36147,POL10688,2024-01-19,2024-01-25,Weather,Low,False,False,3123,2070.0,Minor,2024-03-25,settled,0,1,3,False,2070.0,False,CUST20688,69,Male,Retired,Leeds,16566,50,Hatchback,8,Excellent,,,,,,,,
CLM36148,POL13237,2023-10-21,2023-10-22,Theft,Low,False,False,10135,6985.0,Moderate,2024-01-11,settled,0,10,6,True,6985.0,False,CUST23237,70,Male,Unemployed,Newcastle,9367,51,Hatchback,1,Good,,,,,,,,
CLM36149,POL11294,2023-04-25,2023-04-28,Collision,Low,False,False,1989,1409.0,Minor,2023-06-05,settled,0,4,4,False,1409.0,False,CUST21294,74,Female,Retired,Manchester,11121,53,Hatchback,14,Fair,,,,,,,,
CLM36150,POL14058,2023-09-02,2023-09-03,Fire,Low,False,False,11225,5881.0,Minor,2023-11-17,settled,0,9,6,True,5881.0,False,CUST24058,43,Male,Unemployed,Liverpool,12184,23,Hatchback,4,Good,,,,,,,,
CLM36151,POL11014,2019-08-10,2019-08-16,Weather,Medium,False,False,2658,1967.0,Minor,2019-10-31,settled,0,8,4,False,1967.0,False,CUST21014,24,Female,Unemployed,Edinburgh,10062,6,SUV,14,Poor,,,,,,,,
CLM36152,POL10753,2025-06-16,2025-06-18,Collision,Low,False,False,4998,4661.0,Moderate,2025-08-18,settled,0,6,2,False,4661.0,False,CUST20753,74,Male,Retired,Cardiff,14337,55,Sedan,3,Good,,,,,,,,
CLM36153,POL14525,2025-06-12,2025-06-14,Collision,Low,False,False,2117,2540.0,Minor,,open,1,6,5,True,2540.0,False,CUST24525,47,Female,Employed,Liverpool,11208,26,SUV,10,Fair,,,,,,,,
CLM36154,POL12506,2018-10-15,2018-10-16,Fire,Medium,False,False,24486,18614.0,Moderate,2019-02-14,settled,0,10,1,False,18614.0,False,CUST22506,25,Female,Self-Employed,Liverpool,6773,5,SUV,18,Fair,,,,,,,,
CLM36155,POL11857,2021-06-17,2021-06-20,Collision,Low,False,False,1589,1422.0,Minor,2021-07-21,settled,0,6,6,True,1422.0,False,CUST21857,40,Male,Unemployed,Birmingham,10969,22,Hatchback,12,Excellent,,,,,,,,
CLM36156,POL13899,2024-11-07,2024-11-07,Collision,Low,False,False,5989,5505.0,Moderate,2024-12-25,settled,0,11,3,False,5505.0,False,CUST23899,24,Male,Self-Employed,Cardiff,14247,5,Sedan,0,Good,,,,,,,,
CLM36157,POL10909,2021-11-01,2021-12-01,Collision,Low,False,False,10879,9164.0,Major,2022-01-27,settled,0,12,2,False,9164.0,False,CUST20909,74,Female,Retired,Cardiff,16086,53,Coupe,18,Excellent,,,,,,,,
CLM36158,POL12526,2025-08-31,2025-08-31,Collision,Medium,False,False,5639,3736.0,Moderate,2025-11-10,settled,0,8,6,True,3736.0,False,CUST22526,55,Male,Employed,Edinburgh,9796,35,SUV,15,Good,1.0,1.0,True,False,False,False,True,False
CLM36159,POL11071,2024-12-19,2024-12-19,Collision,Low,False,False,1705,1030.0,Minor,2025-02-01,settled,0,12,3,False,1030.0,False,CUST21071,77,Female,Retired,Glasgow,10068,58,SUV,14,Excellent,,,,,,,,
CLM36160,POL14947,2021-01-16,2021-01-16,Weather,Low,False,False,12652,11379.0,Moderate,2021-04-01,settled,0,1,5,True,11379.0,False,CUST24947,58,Female,Self-Employed,Glasgow,10831,37,Coupe,4,Good,2.0,1.0,True,False,False,True,False,True
CLM36161,POL11855,2019-04-07,2019-04-07,Theft,Low,False,False,35665,30685.0,Major,2019-06-07,settled,0,4,6,True,30685.0,False,CUST21855,27,Male,Employed,Birmingham,10419,8,Hatchback,11,Fair,,,,,,,,
CLM36162,POL11093,2020-10-15,2020-10-16,Collision,Medium,False,False,2020,1439.0,Minor,2021-03-29,settled,0,10,4,False,1439.0,False,CUST21093,45,Female,Student,Cardiff,7366,24,Sedan,6,Fair,1.0,1.0,True,False,False,False,False,True
CLM36163,POL13510,2020-05-18,2020-05-25,Collision,Low,False,False,2885,2445.0,Minor,2020-07-02,settled,0,5,0,False,2445.0,False,CUST23510,35,Female,Self-Employed,Manchester,7006,13,SUV,16,Excellent,1.0,1.0,True,False,False,False,True,False
CLM36164,POL14083,2019-05-02,2019-05-02,Weather,Medium,True,False,19554,14350.0,Major,2019-08-04,settled,0,5,3,False,14350.0,False,CUST24083,46,Male,Employed,Leeds,9318,27,Hatchback,16,Fair,,,,,,,,
CLM36165,POL10531,2022-08-18,2022-08-18,Weather,Low,False,False,18010,12821.0,Major,2022-10-27,settled,0,8,3,False,12821.0,False,CUST20531,66,Female,Retired,Bristol,13804,45,Sedan,9,Good,,,,,,,,
CLM36166,POL10504,2019-02-16,2019-02-19,Collision,Low,False,False,1790,1007.0,Minor,2019-04-26,settled,0,2,1,False,1007.0,False,CUST20504,41,Male,Employed,Leeds,10139,20,Hatchback,13,Excellent,,,,,,,,
CLM36167,POL11765,2020-05-06,2020-05-07,Other,Medium,False,False,7704,5785.0,Moderate,2020-08-21,settled,0,5,3,False,5785.0,False,CUST21765,34,Female,Employed,Glasgow,4870,14,Hatchback,15,Excellent,1.0,2.0,False,True,False,False,False,True
CLM36168,POL14197,2019-01-29,2019-01-29,Collision,Low,False,True,2261,7645.0,Minor,2019-04-20,settled,0,1,1,False,7645.0,False,CUST24197,61,Male,Self-Employed,Birmingham,10314,39,Sedan,14,Excellent,2.0,1.0,True,False,False,True,True,False
CLM36169,POL10979,2025-03-13,2025-03-13,Collision,Low,False,False,1981,1352.0,Minor,2025-05-06,settled,0,3,3,False,1352.0,False,CUST20979,38,Male,Employed,Edinburgh,15324,19,Coupe,19,Good,1.0,2.0,False,True,False,False,True,False
CLM36170,POL14593,2025-06-25,2025-06-27,Fire,Low,False,True,17181,13569.0,Minor,2025-08-08,settled,0,6,4,False,13569.0,False,CUST24593,47,Male,Employed,Manchester,10280,29,Sedan,1,Fair,,,,,,,,
CLM36171,POL13723,2022-01-23,2022-01-23,Collision,Low,False,False,2646,1953.0,Minor,2022-03-22,settled,0,1,6,True,1953.0,False,CUST23723,47,Female,Employed,London,10598,26,Sedan,4,Excellent,,,,,,,,
CLM36172,POL13824,2022-06-06,2022-06-08,Collision,Medium,False,False,3568,3017.0,Moderate,2022-11-19,settled,0,6,2,False,3017.0,False,CUST23824,20,Female,Unemployed,Leeds,15329,2,Sedan,8,Fair,1.0,1.0,True,False,False,False,False,True
CLM36173,POL10531,2019-09-13,2019-09-19,Collision,Medium,False,False,2615,2540.0,Minor,,open,1,9,3,False,2540.0,False,CUST20531,66,Female,Retired,Bristol,13804,45,Sedan,9,Good,1.0,1.0,True,False,False,False,True,False
CLM36174,POL13896,2019-04-07,2019-04-09,Collision,Medium,False,True,32261,28299.0,Severe,2019-09-02,settled,0,4,1,False,28299.0,False,CUST23896,57,Male,Retired,London,10794,36,Coupe,6,Fair,,,,,,,,
CLM36175,POL13469,2019-12-09,2019-12-09,Vandalism,High,False,False,5726,4419.0,Major,2020-06-04,settled,0,12,0,False,4419.0,False,CUST23469,42,Female,Self-Employed,Liverpool,11782,20,SUV,8,Good,1.0,1.0,True,False,False,False,False,True
CLM36176,POL11370,2023-05-23,2023-05-28,Collision,Low,False,False,5855,5086.0,Moderate,2023-07-27,settled,0,5,6,True,5086.0,False,CUST21370,74,Male,Retired,Cardiff,5918,52,SUV,16,Good,,,,,,,,
CLM36177,POL14039,2020-09-18,2020-09-19,Collision,Low,False,False,1566,1205.0,Minor,2020-12-01,settled,0,9,5,True,1205.0,False,CUST24039,32,Male,Employed,Edinburgh,16004,13,Coupe,5,Excellent,,,,,,,,
CLM36178,POL13824,2020-07-10,2020-07-11,Collision,Low,False,False,3689,2397.0,Moderate,2020-09-29,settled,0,7,5,True,2397.0,False,CUST23824,20,Female,Unemployed,Leeds,15329,2,Sedan,8,Fair,,,,,,,,
CLM36179,POL10192,2021-11-26,2021-11-26,Collision,Low,True,True,2789,2088.0,Moderate,2022-02-13,settled,0,11,4,False,2088.0,False,CUST20192,19,Female,Student,Liverpool,12236,0,Sedan,11,Excellent,1.0,1.0,True,False,False,False,True,False
CLM36180,POL12363,2025-07-27,2025-07-29,Collision,Medium,False,False,2847,1698.0,Minor,2025-12-11,settled,0,7,1,False,1698.0,False,CUST22363,54,Male,Retired,Cardiff,12818,34,Sedan,7,Good,,,,,,,,
CLM36181,POL11162,2025-05-21,2025-05-27,Collision,Low,True,False,2065,1366.0,Minor,2025-06-27,settled,0,5,1,False,1366.0,False,CUST21162,57,Female,Retired,Edinburgh,17970,36,Hatchback,4,Good,,,,,,,,
CLM36182,POL11666,2025-02-18,2025-02-18,Collision,Low,False,False,11692,10929.0,Major,2025-05-04,settled,0,2,1,False,10929.0,False,CUST21666,71,Male,Retired,Leeds,13112,53,Sedan,13,Good,,,,,,,,
CLM36183,POL13717,2025-01-07,2025-01-08,Collision,Medium,False,False,2693,2061.0,Moderate,2025-05-20,settled,0,1,2,False,2061.0,False,CUST23717,53,Female,Self-Employed,Edinburgh,7964,35,Hatchback,11,Good,,,,,,,,
CLM36184,POL10102,2020-09-14,2020-09-18,Vandalism,High,False,False,8133,7591.0,Major,2021-02-05,settled,0,9,4,False,7591.0,False,CUST20102,57,Female,Employed,London,12437,36,Coupe,4,Fair,,,,,,,,
CLM36185,POL14892,2023-10-28,2023-10-28,Vandalism,Low,False,False,1231,785.0,Minor,2023-12-09,settled,0,10,5,True,785.0,False,CUST24892,65,Female,Retired,Glasgow,10582,47,Sedan,20,Fair,,,,,,,,
CLM36186,POL14273,2025-03-17,2025-03-17,Collision,Low,False,False,1520,1221.0,Minor,2025-06-07,settled,0,3,0,False,1221.0,False,CUST24273,72,Male,Retired,Birmingham,12130,53,Hatchback,19,Poor,,,,,,,,
CLM36187,POL11959,2022-10-03,2022-10-04,Collision,High,False,False,161842,2540.0,Catastrophic,,open,1,10,1,False,2540.0,False,CUST21959,38,Male,Employed,London,12113,17,Coupe,5,Fair,,,,,,,,
CLM36188,POL10445,2019-02-12,2019-02-13,Other,Medium,True,False,2105,1871.0,Minor,2019-08-08,settled,0,2,2,False,1871.0,False,CUST20445,19,Female,Student,Bristol,10709,0,Sedan,15,Fair,,,,,,,,
CLM36189,POL12559,2019-10-05,2019-10-07,Theft,Low,False,False,11173,7895.0,Moderate,2020-01-04,settled,0,10,0,False,7895.0,False,CUST22559,22,Female,Student,Cardiff,7043,0,Coupe,8,Good,,,,,,,,
CLM36190,POL14054,2022-01-26,2022-01-26,Collision,Low,False,False,4215,3137.0,Moderate,2022-03-09,settled,0,1,2,False,3137.0,False,CUST24054,37,Male,Employed,Cardiff,16506,19,Sedan,3,Good,,,,,,,,
CLM36191,POL10846,2022-05-03,2022-05-03,Theft,Low,False,False,2946,2072.0,Minor,2022-06-13,settled,0,5,1,False,2072.0,False,CUST20846,63,Male,Employed,Glasgow,15837,45,Sedan,9,Fair,,,,,,,,
CLM36192,POL12239,2022-11-06,2022-11-11,Collision,Low,False,False,1969,1616.0,Minor,2022-12-21,settled,0,11,4,False,1616.0,False,CUST22239,38,Female,Employed,Bristol,13994,18,Hatchback,14,Good,,,,,,,,
CLM36193,POL11136,2022-12-19,2022-12-19,Collision,Low,False,False,5011,4179.0,Moderate,2023-03-15,settled,0,12,0,False,4179.0,False,CUST21136,70,Male,Self-Employed,Newcastle,13767,49,Hatchback,20,Fair,,,,,,,,
CLM36194,POL12357,2019-06-23,2019-06-25,Theft,Low,True,False,4201,2571.0,Minor,2019-07-30,settled,0,6,1,False,2571.0,False,CUST22357,54,Female,Retired,Bristol,15568,33,Sedan,11,Fair,,,,,,,,
CLM36195,POL13407,2023-07-05,2023-07-05,Weather,Low,False,False,3387,2397.0,Minor,2023-08-27,settled,0,7,2,False,2397.0,False,CUST23407,18,Male,Student,Newcastle,16658,0,Sedan,17,Poor,,,,,,,,
CLM36196,POL11667,2024-11-20,2024-11-20,Fire,Low,False,False,113084,81114.0,Major,2025-02-09,settled,0,11,2,False,81114.0,False,CUST21667,67,Female,Retired,London,5496,45,SUV,6,Good,,,,,,,,
CLM36197,POL14912,2019-06-11,2019-06-14,Other,Medium,False,False,70822,65342.0,Severe,2019-10-17,settled,0,6,4,False,65342.0,False,CUST24912,77,Male,Retired,Newcastle,18492,55,Motorcycle,12,Fair,,,,,,,,
CLM36198,POL10141,2021-12-31,2022-01-01,Vandalism,Low,False,False,1252,980.0,Minor,2022-03-18,settled,0,1,5,True,980.0,False,CUST20141,22,Male,Student,Leeds,9995,4,Hatchback,19,Poor,,,,,,,,
CLM36199,POL13987,2023-12-30,2023-12-31,Theft,Medium,False,False,5409,3024.0,Minor,2024-06-06,settled,0,12,6,True,3024.0,False,CUST23987,23,Female,Self-Employed,Birmingham,7599,2,Hatchback,15,Good,,,,,,,,
CLM36200,POL12847,2020-03-23,2020-03-23,Collision,Medium,False,True,1590,899.0,Minor,2020-07-14,settled,0,3,0,False,899.0,False,CUST22847,53,Male,Employed,Edinburgh,2232,32,SUV,6,Good,,,,,,,,
CLM36201,POL12837,2020-01-31,2020-01-31,Weather,High,False,False,15896,15455.0,Major,2020-07-23,settled,0,1,4,False,15455.0,False,CUST22837,18,Male,Student,Leeds,11781,0,Hatchback,19,Excellent,1.0,2.0,False,True,False,False,False,True
CLM36202,POL13409,2021-10-17,2021-10-19,Collision,Low,False,False,1861,1294.0,Minor,2021-12-11,settled,0,10,1,False,1294.0,False,CUST23409,68,Male,Retired,Bristol,5141,47,Sedan,15,Excellent,,,,,,,,
CLM36203,POL13137,2022-05-29,2022-05-29,Collision,Medium,False,False,6413,4944.0,Moderate,2022-11-04,settled,0,5,6,True,4944.0,False,CUST23137,23,Female,Employed,Liverpool,17043,1,Van,13,Excellent,,,,,,,,
CLM36204,POL11417,2024-08-16,2024-08-17,Fire,Low,False,False,19324,17493.0,Moderate,2024-10-04,settled,0,8,5,True,17493.0,False,CUST21417,24,Female,Self-Employed,Liverpool,9659,2,Sedan,12,Good,,,,,,,,
CLM36205,POL10074,2023-05-10,2023-05-12,Vandalism,Medium,False,False,1425,1176.0,Minor,2023-08-26,settled,0,5,4,False,1176.0,False,CUST20074,27,Female,Unemployed,London,10874,8,SUV,1,Good,,,,,,,,
CLM36206,POL10448,2024-08-06,2024-08-09,Weather,Low,False,False,2194,1308.0,Minor,2024-09-08,settled,0,8,4,False,1308.0,False,CUST20448,66,Female,Retired,Leeds,13547,46,Van,4,Fair,,,,,,,,
CLM36207,POL12501,2021-01-25,2021-01-25,Collision,Medium,False,False,13150,11170.0,Major,2021-07-17,settled,0,1,0,False,11170.0,False,CUST22501,32,Male,Employed,Liverpool,16607,13,Sedan,16,Good,,,,,,,,
CLM36208,POL12057,2021-01-22,2021-01-27,Vandalism,Low,False,False,1819,936.0,Minor,2021-04-03,settled,0,1,2,False,936.0,False,CUST22057,68,Male,Retired,London,13655,49,Coupe,5,Good,,,,,,,,
CLM36209,POL11675,2025-07-30,2025-07-30,Vandalism,Medium,False,False,1878,1027.0,Minor,2025-12-26,settled,0,7,2,False,1027.0,False,CUST21675,47,Male,Self-Employed,Leeds,10427,26,Sedan,10,Good,1.0,1.0,True,False,False,False,False,True
CLM36210,POL10792,2019-05-15,2019-05-18,Weather,Low,False,False,4089,3473.0,Minor,2019-08-07,settled,0,5,5,True,3473.0,False,CUST20792,23,Male,Self-Employed,Manchester,9066,4,Coupe,10,Good,,,,,,,,
CLM36211,POL10921,2019-12-10,2019-12-10,Theft,Low,False,False,11179,8084.0,Moderate,2020-02-18,settled,0,12,1,False,8084.0,False,CUST20921,51,Female,Employed,Birmingham,12922,33,Sedan,3,Poor,,,,,,,,
CLM36212,POL12445,2025-02-14,2025-02-14,Collision,Low,False,False,1828,1403.0,Minor,2025-04-10,settled,0,2,4,False,1403.0,False,CUST22445,31,Female,Employed,Newcastle,11497,9,Coupe,10,Fair,,,,,,,,
CLM36213,POL13619,2024-08-24,2024-08-26,Collision,Low,False,True,4763,5510.0,Moderate,2024-11-04,settled,0,8,0,False,5510.0,False,CUST23619,62,Female,Retired,Leeds,11536,44,Sedan,8,Excellent,1.0,1.0,True,False,False,False,False,True
CLM36214,POL11589,2019-09-13,2019-09-13,Weather,Low,False,False,7807,5116.0,Moderate,2019-11-05,settled,0,9,4,False,5116.0,False,CUST21589,39,Male,Self-Employed,Liverpool,12253,21,Coupe,0,Fair,1.0,1.0,True,False,False,True,False,False
CLM36215,POL11839,2024-02-21,2024-02-22,Vandalism,Low,False,False,2971,1944.0,Moderate,2024-05-02,settled,0,2,3,False,1944.0,False,CUST21839,34,Female,Employed,London,16424,15,SUV,15,Excellent,,,,,,,,
CLM36216,POL13130,2025-07-01,2025-07-01,Collision,Low,False,False,1311,975.0,Minor,2025-08-25,settled,0,7,1,False,975.0,False,CUST23130,19,Male,Employed,Leeds,8066,1,Sedan,6,Good,1.0,1.0,True,False,False,True,False,False
CLM36217,POL14232,2021-12-08,2021-12-08,Theft,Low,False,False,5797,3475.0,Minor,2022-02-19,settled,0,12,2,False,3475.0,False,CUST24232,66,Female,Retired,Bristol,12109,47,Sedan,2,Good,,,,,,,,
CLM36218,POL10166,2023-07-04,2023-07-06,Collision,Low,False,False,2717,1735.0,Minor,2023-09-02,settled,0,7,3,False,1735.0,False,CUST20166,28,Male,Self-Employed,Bristol,18806,10,SUV,7,Poor,,,,,,,,
CLM36219,POL12399,2025-07-17,2025-08-16,Theft,Low,False,False,9802,8792.0,Moderate,2025-11-12,settled,0,8,5,True,8792.0,False,CUST22399,57,Male,Self-Employed,London,17445,39,SUV,12,Excellent,1.0,1.0,True,False,False,True,False,False
CLM36220,POL11408,2022-04-07,2022-04-10,Theft,Low,False,False,137060,142195.0,Severe,2022-05-20,settled,0,4,6,True,142195.0,False,CUST21408,48,Female,Employed,Bristol,18042,28,Coupe,2,Excellent,,,,,,,,
CLM36221,POL10927,2021-08-17,2021-08-22,Vandalism,Low,False,False,2347,2135.0,Moderate,2021-11-06,settled,0,8,6,True,2135.0,False,CUST20927,45,Female,Employed,Birmingham,4104,26,SUV,20,Good,,,,,,,,
CLM36222,POL10266,2024-08-10,2024-08-11,Weather,Medium,False,False,5301,3719.0,Moderate,,open,1,8,6,True,3719.0,False,CUST20266,23,Female,Employed,London,7618,5,SUV,1,Fair,,,,,,,,
